"Binomial","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Order","global_abundance"
"Megaceryle alcyon",1,1.002691065662,1.0034983853606,0.885703102064781,0.85458459731872,NA,NA,NA,NA,NA,"Coraciiformes",3699839
"Megarynchus pitangua",1,1.10405917232494,1.22673241369438,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",8266598
"Megascops asio",1,1,4.28571428571429,NA,NA,NA,NA,NA,NA,NA,"Strigiformes",762610
"Megascops choliba",1,0.948793763287112,0.948793763287112,NA,NA,NA,NA,NA,NA,NA,"Strigiformes",2301974
"Melanerpes carolinus",1,1.05122235157159,1.09662398137369,1.38533178114086,1.35040745052386,NA,NA,NA,NA,NA,"Piciformes",35486803
"Melanerpes erythrocephalus",1,0.890243902439025,0.896341463414634,0.896341463414634,0.786585365853659,NA,NA,NA,NA,NA,"Piciformes",1815209
"Melanerpes lewis",1,1.13513513513513,1.02702702702703,NA,NA,NA,NA,NA,NA,NA,"Piciformes",100094
"Melanitta deglandi",1,1.12928827444957,0.0735247055811576,0.0739247311827961,0.109340331114525,NA,NA,NA,NA,NA,"Anseriformes",13265427
"Melanitta perspicillata",1,0.532236842105263,0.953947368421054,NA,NA,NA,NA,NA,NA,NA,"Anseriformes",25643719
"Melanocorypha calandra",1,0.851947112861273,0.999471577279238,0.848278009488027,0.873742463974861,0.997261184252217,0.803042917309433,0.761730936027171,0.760093318400358,1.24614198202722,"Passeriformes",5995089
"Meleagris gallopavo",1,1.30984848484849,1.60833333333333,1.86969696969697,2.19545454545455,NA,NA,NA,NA,NA,"Galliformes",4856974
"Melierax canorus",1,1.00288461538462,1.00576923076923,1.00865384615385,1.01153846153846,1.01442307692308,1.01730769230769,NA,NA,NA,"Accipitriformes",462932
"Melierax metabates",1,0.985559566787,0.971119133574001,0.956678700361009,0.94223826714801,0.927797833935018,0.913357400722019,NA,NA,NA,"Accipitriformes",1655984
"Melithreptus gularis",1,0.74999999990625,1.14130434742256,0.260869564923913,0.260869565706522,0.652173912701088,NA,NA,NA,NA,"Passeriformes",1577439
"Melospiza georgiana",1,1.01464419475655,1.12071161048689,1.30856741573034,1.35388576779026,NA,NA,NA,NA,NA,"Passeriformes",27350684
"Melospiza lincolnii",1,1.04973125293534,0.993007357929343,1.03022282523613,1.02877002557011,NA,NA,NA,NA,NA,"Passeriformes",101350659
"Melospiza melodia",1,0.905532334446898,0.980343928801808,0.792646804315105,0.794515914180376,NA,NA,NA,NA,NA,"Passeriformes",214266112
"Mergus merganser",1,4.44089496581728,3.57315102548167,4.088875077688,3.64077066500932,31.6967060285892,NA,NA,NA,NA,"Anseriformes",35001347
"Mergus serrator",1,0.492359760832881,1.66889000664817,0.000312972597380605,0.000235702621534772,NA,NA,NA,NA,NA,"Anseriformes",31258494
"Merops apiaster",1,1.04886706593912,0.905614777042463,0.972501858634038,0.887944939586654,0.817677772128315,0.794159148022448,0.979567109797929,0.870448213884173,1.60936646762559,"Coraciiformes",37493203
"Microcarbo coronatus",1,0.96241050119332,0.924821002386636,0.983269689737472,1.04171837708831,1.10016706443914,1.15861575178998,1.21706443914081,NA,NA,"Suliformes",720041
"Microcarbo niger",1,0.292105263157895,0.485526315789474,NA,NA,NA,NA,NA,NA,NA,"Suliformes",14441363
"Milvago chimachima",1,0.794597404701852,0.794597404701852,NA,NA,NA,NA,NA,NA,NA,"Falconiformes",6292192
"Milvus migrans",1,0.984388769986149,0.9687775399723,0.953166309958452,0.937555079944603,0.921943849930755,0.906332619916907,NA,NA,NA,"Accipitriformes",82595800
"Mimus polyglottos",1,0.987179487179487,1.02564102564103,1.03846153846154,0.961538461538461,NA,NA,NA,NA,NA,"Passeriformes",124869634
"Mitu salvini",1,1.8152466367713,1.29865470852018,2.00807174887892,2.71748878923767,2.72197309417041,NA,NA,NA,NA,"Galliformes",8965
"Mniotilta varia",1,1.01843992389873,1.09272647446217,0.833214628355855,0.83249914629982,NA,NA,NA,NA,NA,"Passeriformes",27029336
"Molothrus ater",1,0.97002266213424,0.964857028594281,0.878524295140972,0.890071985602879,NA,NA,NA,NA,NA,"Passeriformes",184678527
"Monticola saxatilis",1,0.854106280193237,0.913687600644122,0.820450885668277,0.715780998389694,0.719323671497585,0.630917874396135,0.852173913043479,0.682447665056361,NA,"Passeriformes",4812354
"Monticola solitarius",1,0.85219782618185,0.610109563926841,1.21659609760356,0.872539176742766,1.02750010912742,0.74389977738007,0.603038107294077,0.756078397136497,NA,"Passeriformes",9721622
"Morus bassanus",1,1.27487456805076,1.16141333745977,4.3492589135727,4.84380706646433,4.78471993367972,NA,NA,NA,NA,"Suliformes",34544376
"Motacilla alba",1,0.484959813907346,0.459939023749482,0.436897857892553,0.460022695344332,0.451105960985727,0.476127822345676,0.458298413484369,0.433899595393047,0.882094789665561,"Passeriformes",353854467
"Motacilla cinerea",1,0.917636484497824,0.897665148099059,0.959741947745988,1.22358002441678,1.23827880411212,1.29997568462476,1.31669448969959,1.19346504903421,2.49727537249638,"Passeriformes",22323191
"Motacilla flava",1,1.73514402656609,1.39578680367147,1.65565019696982,1.51727431652883,1.49151288227445,1.41842831837421,1.42769662425972,1.32432868136061,1.43055228128745,"Passeriformes",63739078
"Muscicapa striata",1,0.961111149974305,0.98559043344133,0.939690868794536,0.926804559573798,0.862330964136679,0.852580683411128,0.881435506430166,0.819080950728877,1.60932789112437,"Passeriformes",27463176
"Myadestes townsendi",1,0.965923432898611,1.0143037442154,0.499158603281447,0.519352124526714,NA,NA,NA,NA,NA,"Passeriformes",3121872
"Mycteria americana",1,1.53846153846154,0.984615384615383,1.53846153846154,NA,NA,NA,NA,NA,NA,"Ciconiiformes",13602379
"Myiarchus crinitus",1,1.04397337070778,1.0134898388227,1.2298236393366,1.15787783228218,NA,NA,NA,NA,NA,"Passeriformes",10434403
"Myiodynastes maculatus",1,1.89670615399181,3.79341230798362,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",5748508
"Myiopsitta monachus",1,0.36557240016718,0.518275770356017,0.665564801094267,0.993388806565601,0.807895436756717,1.20521296401839,1.04798814544626,0.971085527565638,NA,"Psittaciformes",12328613
"Myiothlypis leucoblephara",1,0.1225,0.29625,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",1897173
"Necrosyrtes monachus",1,0.953125000000002,0.90625,0.859375000000002,0.812500000000001,0.765625000000003,0.718750000000001,NA,NA,NA,"Accipitriformes",12044164
"Neophron percnopterus",1,1,0.963768115942029,0.807971014492754,0.797101449275362,0.826086956521739,0.318840579710145,0.36231884057971,0.463768115942029,NA,"Accipitriformes",6290926
"Netta rufina",1,0.587446094873023,1.42405366554863,NA,NA,NA,NA,NA,NA,NA,"Anseriformes",13807326
"Nettapus coromandelianus",1,0.55859375,0.1171875,NA,NA,NA,NA,NA,NA,NA,"Anseriformes",7623166
"Nucifraga caryocatactes",1,1.17013305522625,1.24340167247336,0.896608007213664,1.18756765261155,1.36772518406311,1.17539507164471,1.3219989061461,1.08554111707731,1.12199224740222,"Passeriformes",10262737
"Nucifraga columbiana",1,0.942413162705667,0.837294332723949,0.583180987202925,0.617915904936015,NA,NA,NA,NA,NA,"Passeriformes",352967
"Numenius americanus",1,0.975029327970504,1.06887883358472,0.406737053795877,0.420814479638008,NA,NA,NA,NA,NA,"Charadriiformes",6542898
"Numenius arquata",1,1.76529233249703,1.0299995237037,1.36024774306249,1.13499937979636,1.02996867185169,0.924874169744588,0.00423903802028251,0.00419727432559954,0.00402544132693385,"Charadriiformes",26640376
"Numenius madagascariensis",1,0.908623280535598,0.833285911767773,0.732117871297872,0.72311870210457,0.752931193601098,0.831522938323887,0.635584136123665,NA,NA,"Charadriiformes",6764819
"Numenius phaeopus",1,0.171629156736998,0.171971737440759,0.116819036636069,0.0983406672135527,0.128856797907029,0.12539900096117,0.195422182791839,0.198449174563213,0.151584684180523,"Charadriiformes",52205963
"Nycticorax nycticorax",1,0.509532838149186,0.0397133072233914,0.0196944401565133,0.000404034980570082,0.00201346335832267,0.00402692671664533,NA,NA,NA,"Pelecaniformes",39581806
"Oenanthe cypriaca",1,1.16337657817684,1.01486007025315,1.12377778517628,0.935645640696754,1.14356876569106,1.15842883594421,1.13367328122581,1.32673633596697,1.14851651950798,"Passeriformes",378675
"Oenanthe hispanica",1,0.936990906106461,0.765413381608156,0.812652596210676,0.673932161737275,0.730347802179883,0.741386753332214,0.695773518209981,0.817457661975937,1.29733707580962,"Passeriformes",5860606
"Oenanthe oenanthe",1,0.107378887000686,0.105921917287544,0.101947327877549,0.0975084222394947,0.10203769099901,0.0914467788105818,0.0930596352461035,0.0851451117947693,0.170837321501418,"Passeriformes",8903286
"Onychoprion anaethetus",1,2.35244286840032,1.80870764381403,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",37025515
"Oporornis agilis",1,0.972333524136615,0.981682884945621,0.59559244419004,0.568116771608471,NA,NA,NA,NA,NA,"Passeriformes",2526427
"Oriolus oriolus",1,1.06017912930691,1.14175495606813,1.13712254260025,1.1134370378653,1.08172362975598,1.03772957979926,1.16095821834696,1.12941701525153,2.05246830252979,"Passeriformes",17015829
"Oxyura australis",1,0.619669940445341,0.324722199912505,2.24132390795703,1.8442168097011,1.47259325799665,3.69827568508364,3.06136679011073,NA,NA,"Anseriformes",1927593
"Oxyura jamaicensis",1,2.46636983705949,1.92913982569155,2.09935897435897,1.97439055197676,3.315649867374,NA,NA,NA,NA,"Anseriformes",27465919
"Pandion haliaetus",1,0.98477877918409,0.970901428574753,1.10634376548941,0.787231487751583,7.83284348973424,NA,NA,NA,NA,"Accipitriformes",2657166
"Panurus biarmicus",1,0.73103448275862,0.462068965517241,0.193103448275861,NA,NA,NA,NA,NA,NA,"Passeriformes",6027889
"Parkesia noveboracensis",1,1.12754909233418,1.09392976612034,1.32265875404146,1.38463476423083,NA,NA,NA,NA,NA,"Passeriformes",23764476
"Parus major",1,0.97872159630053,1.0312085552758,0.991886227478207,0.989244040606619,1.05599346340732,1.01978590124409,1.04864595515079,1.04123529464236,2.05198464655667,"Passeriformes",60442665
"Passer domesticus",1,0.920277673717812,1.02844637242132,1.02099378884779,0.976347432278105,2.96697478377183,2.78702760930496,3.01377230871005,2.80904359607869,5.7463728408334,"Passeriformes",1618744682
"Passer montanus",1,0.982558296220762,1.03897262569634,1.20832082598176,1.13868655227157,1.15695059249045,1.10107088004561,1.06284464087059,1.1263190690921,2.0307505035521,"Passeriformes",47643490
"Passerculus sandwichensis",1,0.936986064225742,1.01826365446204,0.842586341210075,0.831056868345884,NA,NA,NA,NA,NA,"Passeriformes",599661514
"Passerella iliaca",1,1.0539459221807,1.16141276471019,1.27244449329523,1.40905693559024,NA,NA,NA,NA,NA,"Passeriformes",23325720
"Passerina amoena",1,0.9540625,0.953125,1.46875,1.525,NA,NA,NA,NA,NA,"Passeriformes",6239614
"Passerina cyanea",1,0.790410681772204,0.869917054420393,0.699777463079102,0.722638074044103,NA,NA,NA,NA,NA,"Passeriformes",87201014
"Patagioenas fasciata",1,1.08108108108108,1,NA,NA,NA,NA,NA,NA,NA,"Columbiformes",6237151
"Patagioenas picazuro",1,0.639885692284435,0.393263081716476,NA,NA,NA,NA,NA,NA,NA,"Columbiformes",13434741
"Pedionomus torquatus",1,0.173710245941376,0.031620801518642,0.0277263524726797,0.04912328502313,0.19930797886553,0.135873974905682,0.112223859061547,NA,NA,"Charadriiformes",131
"Pelecanus erythrorhynchos",1,1.12039750525999,1.12556357078449,1.31670173329326,1.3576545436329,NA,NA,NA,NA,NA,"Pelecaniformes",19858493
"Penelope obscura",1,1.00055635484005,1.00055635484005,NA,NA,NA,NA,NA,NA,NA,"Galliformes",996576
"Perdix perdix",1,1.02656627008478,1.37958099743225,1.12996350930289,1.12362234958386,5.31914838160034,6.09401954709831,4.13874388594646,3.0442302994918,3.3673029949181,"Galliformes",6160293
"Periparus ater",1,1.02116320795037,1.04201371292636,0.985753519677866,0.977621096025024,1.04874136555495,1.00074225993131,1.11478924461329,1.07209145270545,1.91751195601767,"Passeriformes",18011962
"Perisoreus canadensis",1,0.994684609948689,0.969244477217562,0.991003779150152,1.04399791071374,NA,NA,NA,NA,NA,"Passeriformes",15030323
"Perisoreus infaustus",1,2.29635555555556,0.7408,0.907377777777778,1.57404444444444,2.1296,NA,NA,NA,NA,"Passeriformes",2486563
"Petrochelidon pyrrhonota",1,0.938452091662094,1.04517781087507,0.849221487694483,0.987780129427852,NA,NA,NA,NA,NA,"Passeriformes",109528763
"Petronia petronia",1,1.02232433518154,1.07232144557047,1.19423673298081,1.14205114852225,1.3105713877677,1.43566690429443,1.30445340146483,1.06308645754325,2.33057695253806,"Passeriformes",8003236
"Phalacrocorax capensis",1,0.992646963171744,0.985293926343487,0.97794088951523,0.970587852686975,0.920036266519498,0.869484680352022,0.818933094184545,0.768381508017069,NA,"Suliformes",11590154
"Phalacrocorax carbo",1,1.17925627848703,1.22109093579875,0.159947587354874,0.0413744955810682,0.0502777657053251,0.059181035829582,0.0680843059538389,NA,NA,"Suliformes",12865671
"Phalacrocorax neglectus",1,0.95157452970992,0.90314905941984,0.85472358912976,0.85472358912976,0.85472358912976,0.85472358912976,NA,NA,NA,"Suliformes",284698
"Phalacrocorax nigrogularis",1,1.02721140579488,1.28828759773111,1.22954673207624,1.89404159640247,1.51162553017528,2.64280239153763,NA,NA,NA,"Suliformes",9045136
"Phalaropus fulicarius",1,5,142.000000000001,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",62405226
"Phalaropus lobatus",1,0.985070850202429,0.956983805668016,0.901315789473684,0.913208502024291,NA,NA,NA,NA,NA,"Charadriiformes",101526658
"Phasianus colchicus",1,1.00629780600622,0.988211666769358,1.31696034455705,1.30504864268356,4.65509206377375,4.25622923428537,4.56077754374694,4.48691114997801,9.0860223326009,"Galliformes",129527900
"Pheucticus ludovicianus",1,0.962962962962963,0.989787581699346,0.861052754435107,0.81942499221911,NA,NA,NA,NA,NA,"Passeriformes",4414476
"Pheucticus melanocephalus",1,0.98876404494382,1.00561797752809,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",9239592
"Phoebastria immutabilis",1,0.92485549132948,1.08092485549133,1.23699421965318,1.15606936416185,1.57803468208093,NA,NA,NA,NA,"Procellariiformes",7926934
"Phoebetria fusca",1,1.05597694458783,1.64636687936597,1.57837841230194,1.92250465328758,NA,NA,NA,NA,NA,"Procellariiformes",15995
"Phoenicopterus roseus",1,0.581571230128106,0.588259505067654,0.635694808869681,0.934660698667489,1.08373205741627,NA,NA,NA,NA,"Phoenicopteriformes",57318096
"Phoenicurus ochruros",1,1.06239397356378,1.05745648478,0.98374782198066,0.988571839201077,1.04312552852238,1.10777270288389,1.03990557342003,1.00906370672525,2.24848665351353,"Passeriformes",20799905
"Phoenicurus phoenicurus",1,1.02274496213822,1.02625519216565,1.09470455756875,1.08571538811878,1.03276407631258,1.09422051369045,1.11649565118978,0.964518367112782,1.12126318087728,"Passeriformes",11327950
"Phylidonyris novaehollandiae",1,2.43517045754752,8.8583402739118,48.1358867714453,NA,NA,NA,NA,NA,NA,"Passeriformes",6913062
"Phylloscopus bonelli",1,1.19698991484424,1.29230559459803,1.37013207611279,1.5075896896446,1.49599395135528,1.55927056698812,1.63226493560209,1.52177569552889,3.10395361917618,"Passeriformes",5311036
"Phylloscopus collybita",1,1.01817252242167,0.939694250151146,0.873363479245906,0.98938678220807,0.971786097916676,1.04937132492084,0.999013433597035,0.885843623780594,2.09495001632996,"Passeriformes",38063566
"Phylloscopus sibilatrix",1,1.10471118268773,0.538293712850073,0.564970705666507,0.565205530824388,0.977508092976383,0.931297051282976,0.880761135467761,0.881814898575073,0.928434039143542,"Passeriformes",10043652
"Phylloscopus trochilus",1,1.03453958131906,0.967961491160113,1.0067004674417,1.02703036058841,0.970936823796261,0.986213559229838,0.996000862097271,0.922269695810547,0.994152670600753,"Passeriformes",46593036
"Pica hudsonia",1,1.00107384067595,1.00918416367593,0.693983666318139,0.698595529431712,NA,NA,NA,NA,NA,"Passeriformes",18362730
"Pica pica",1,0.961763868679439,1.03697722208396,0.964876013169076,0.973015283046671,0.962808588785176,0.990870082363053,0.970688615384349,0.954789705874347,1.94480202764482,"Passeriformes",33377656
"Picathartes gymnocephalus",1,0.88235294117647,0.88485607008761,0.909887359198999,0.757196495619524,NA,NA,NA,NA,NA,"Passeriformes",59978
"Picoides arcticus",1,0.992694721679185,0.994958329046198,1.08970646597975,1.06736436729234,2403.53945879205,2830.74390369379,NA,NA,NA,"Piciformes",1297213
"Picoides tridactylus",1,0.979299428524442,0.744233852731982,0.880024393920706,1.06533939070016,5.27626115199605,NA,NA,NA,NA,"Piciformes",1665663
"Picumnus temminckii",1,0.577350269189626,0.577350269189626,NA,NA,NA,NA,NA,NA,NA,"Piciformes",669451
"Picus canus",1,0.780837675500588,1.10962036255373,1.17040733621581,1.68301413961793,1.60081520535455,1.5297207003849,1.70375983158716,1.51465785241663,1.26297912364993,"Piciformes",4873505
"Picus viridis",1,0.946946067554574,0.998608150558394,1.00810863589451,0.921874848502835,1.00688640125017,1.06826102399714,1.02169388143641,1.09600734876448,2.07765467904174,"Piciformes",2274183
"Pinicola enucleator",1,0.916129591481933,1.19171555316161,0.167246407086964,0.162700362889794,0.164625876397907,NA,NA,NA,NA,"Passeriformes",46642541
"Pionus maximiliani",1,0.99885120660663,0.99885120660663,NA,NA,NA,NA,NA,NA,NA,"Psittaciformes",4265313
"Pipilo erythrophthalmus",1,1.01142857142857,0.967619047619047,0.969523809523809,0.927619047619048,NA,NA,NA,NA,NA,"Passeriformes",33040908
"Pipilo maculatus",1,0.970310576002189,0.988096866876454,0.983171432480503,0.974141469421261,NA,NA,NA,NA,NA,"Passeriformes",39184608
"Piranga ludoviciana",1,0.977236011161698,0.990306946688207,1.30102315562736,1.2851617956626,NA,NA,NA,NA,NA,"Passeriformes",17394286
"Piranga olivacea",1,1.04325481798715,1.02441113490364,0.906638115631692,0.941755888650964,NA,NA,NA,NA,NA,"Passeriformes",6226423
"Pitangus sulphuratus",1,1.20166666666667,0.0666666666666662,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",36043298
"Platalea leucorodia",1,0.426178660049628,0.444416873449132,0.942431761786601,1.4590570719603,1.48362282878412,NA,NA,NA,NA,"Pelecaniformes",12989010
"Platyrinchus mystaceus",1,0.471404520791032,0.471404520791032,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",1572228
"Plectrophenax nivalis",1,1,1,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",98146299
"Plegadis chihi",1,0.647887323943662,0.827464788732395,3.03521126760564,2.7887323943662,NA,NA,NA,NA,NA,"Pelecaniformes",26169742
"Pluvialis apricaria",1,2.30053795160789,1.90071670605044,0.19840969944994,0.171498295057645,0.203552445175776,0.183070125854402,0.183028602267645,0.193266951267232,0.179555408890149,"Charadriiformes",18894447
"Pluvialis fulva",1,1.28820116054159,3.41972920696325,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",54842893
"Pluvialis squatarola",1,0.815945975961047,1.22420654359616,2.27180710643705,5.02370814114086,3.9850433924868,4.09095422336543,NA,NA,NA,"Charadriiformes",52525654
"Podiceps auritus",1,1.28158458244111,1.296573875803,1.15117773019272,1.05481798715203,NA,NA,NA,NA,NA,"Podicipediformes",13922298
"Podiceps cristatus",1,0.854485488098923,1.08280418957181,1.05191470974471,1.26133335310889,0.898758866637617,1.12655784926328,1.20415462231674,0.957265181800567,0.921934978589606,"Podicipediformes",7235996
"Podiceps grisegena",1,1.0321923390383,1.29665851670742,1.27286063569682,1.08312958435208,NA,NA,NA,NA,NA,"Podicipediformes",23110387
"Podiceps nigricollis",1,1.37536716988865,2.09414787685161,4.11709185684184,0.0552843563295093,NA,NA,NA,NA,NA,"Podicipediformes",34341639
"Podilymbus podiceps",1,1.29125575279421,1.50788954635108,1.65310650887574,1.62093195266272,NA,NA,NA,NA,NA,"Podicipediformes",17024025
"Poecile atricapillus",1,1.02179246127675,1.05760587339959,1.0948983794431,1.1315748947981,NA,NA,NA,NA,NA,"Passeriformes",112012778
"Poecile gambeli",1,1.20400479205887,1.15779565291802,1.00068457983912,0.86821838096868,NA,NA,NA,NA,NA,"Passeriformes",5544478
"Poecile hudsonicus",1,0.941073576035859,0.960205531868372,0.91384060347655,1.07426478626872,NA,NA,NA,NA,NA,"Passeriformes",46066459
"Poecile montanus",1,1.10761292529795,1.11831187484187,1.05376794933162,1.09162682610465,0.975544615105837,0.879569106717544,0.93561270007722,0.849763871921712,0.769401083617557,"Passeriformes",13894939
"Poecile palustris",1,0.975959144988311,1.07797189930911,0.950969544992133,1.00041697446571,0.972879389247911,0.948901424558517,0.973490157680276,0.959476050384672,1.89778666295213,"Passeriformes",8171161
"Poecile rufescens",1,0.927750410509031,0.908045977011494,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",18747101
"Poecilotriccus plumbeiceps",1,0.955483784102182,0.909984556287792,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",1686322
"Poephila cincta",1,0.973454100088296,0.72468597795437,1.08138938733658,1.43809279671879,2.70095579887941,3.18072289156627,2.10779287362215,NA,NA,"Passeriformes",1084097
"Poicephalus robustus",1,0.979341736694678,0.878851540616247,NA,NA,NA,NA,NA,NA,NA,"Psittaciformes",551533
"Polemaetus bellicosus",1,0.978902953586491,0.957805907172991,0.93670886075949,0.915611814345987,0.894514767932486,0.873417721518984,NA,NA,NA,"Accipitriformes",633315
"Polioptila caerulea",1,0.702479338842976,0.702479338842976,0.710743801652893,0.661157024793389,NA,NA,NA,NA,NA,"Passeriformes",542518652
"Polyboroides typus",1,0.989795918367348,0.979591836734694,0.969387755102042,0.959183673469388,0.948979591836736,0.938775510204082,NA,NA,NA,"Accipitriformes",3000881
"Polytelis anthopeplus",1,0.998334027154241,0.996668054308484,0.995002081462726,1.58961266245039,1.27168679801528,0.799641816442909,0.533077884570147,NA,NA,"Psittaciformes",969064
"Pooecetes gramineus",1,0.962259994860311,0.99390579683542,0.813497453755907,0.797239252542311,NA,NA,NA,NA,NA,"Passeriformes",29481350
"Porphyrio porphyrio",1,1,1.33333333333333,NA,NA,NA,NA,NA,NA,NA,"Gruiformes",1814131
"Porzana carolina",1,1.24279495646953,1.32437706394476,1.26655325394443,1.29382234230628,NA,NA,NA,NA,NA,"Gruiformes",4327692
"Progne subis",1,1.02958733454451,1.07448741240592,0.977420192058137,1.00709403927675,NA,NA,NA,NA,NA,"Passeriformes",28647874
"Prunella modularis",1,0.959299059092848,0.972718594369764,0.950244806087009,0.919148554102535,1.01456053444158,0.967554636711761,0.98646691745848,0.966317991397213,1.84862371531135,"Passeriformes",9347093
"Psaltriparus minimus",1,0.944954128440367,1.02293577981651,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",6581135
"Psittacula krameri",1,0.815348449230302,0.300219913551225,0.396451050276788,0.617653749905209,0.721543944794115,0.624630317737165,0.892394024417988,1.00470160006067,NA,"Psittaciformes",47500445
"Psittacus erithacus",1,0.771776709822079,0.543553419644162,0.315330129466243,0.0871068392883239,NA,NA,NA,NA,NA,"Psittaciformes",6587487
"Psophia crepitans",1,1.23716618237166,1.28831695954984,1.33946773672801,1.39061851390619,1.20824685208247,NA,NA,NA,NA,"Gruiformes",724407
"Ptyonoprogne rupestris",1,0.750495683584909,0.798827342285082,0.715373112717921,0.914695869208039,0.83259211198618,1.24247933944285,1.08812062045823,0.971797720725545,2.35943065389074,"Passeriformes",12615608
"Puffinus lherminieri",1,1.11925777180864,1.33284011950263,1.68866621475447,NA,NA,NA,NA,NA,NA,"Procellariiformes",763374
"Puffinus puffinus",1,1.10554089709763,0.992084432717678,0.91820580474934,1.31926121372032,1.56992084432718,NA,NA,NA,NA,"Procellariiformes",15935982
"Pygoscelis adeliae",1,1.07046608375727,1.16364039464887,1.23667256662949,0.0477434975043317,0.0563847391775663,NA,NA,NA,NA,"Sphenisciformes",9592150
"Pygoscelis antarcticus",1,2.28230337078652,1.47893258426966,1.99016853932584,2.15308988764045,2.0561797752809,NA,NA,NA,NA,"Sphenisciformes",8292909
"Pygoscelis papua",1,1.00049150733789,1.37960689157848,1.52111471671637,0.986669005437642,0.576653218733555,NA,NA,NA,NA,"Sphenisciformes",26613032
"Pyrrhocorax graculus",1,1.10606889010388,1.0587752870421,3.86167304537999,1.39256424275561,1.74849644614544,0.977856752323676,0.560142154182614,0.671131765992347,NA,"Passeriformes",4688985
"Pyrrhocorax pyrrhocorax",1,0.786424860815074,1.15984674159749,1.11909058663402,1.05778778459693,1.65325628063954,0.923250311513031,1.18710150891684,0.980107883509133,2.22036049275967,"Passeriformes",16061318
"Pyrrhula pyrrhula",1,0.975669971550926,0.96544118366379,0.937039542904743,0.974371170365616,1.09961624991196,0.94965652225035,1.1999087842499,1.0062506177472,2.07932936633277,"Passeriformes",19401419
"Pyrrhura frontalis",1,1.13468806269057,1.25922699640051,NA,NA,NA,NA,NA,NA,NA,"Psittaciformes",3283534
"Quiscalus quiscula",1,1.03805756377029,1.01520938480426,0.940799345246215,0.947759893299383,NA,NA,NA,NA,NA,"Passeriformes",187073093
"Rallus aquaticus",1,1.2,1,NA,NA,NA,NA,NA,NA,NA,"Gruiformes",3604747
"Rallus limicola",1,0.975998344713428,1.01934616180426,1.00620732464308,1.00496585971446,NA,NA,NA,NA,NA,"Gruiformes",1311282
"Rallus longirostris",1,1.04149728134102,0.988603977435327,1.04951997146094,1.02073786011941,1.03685380396646,NA,NA,NA,NA,"Gruiformes",400764
"Ramphastos tucanus",1,1.28468511492576,1.56937022985151,1.85405534477727,0.848645565254304,NA,NA,NA,NA,NA,"Piciformes",4384149
"Ramphastos vitellinus",1,1.54487361008854,2.08974722017708,2.63462083026562,1.7115402767552,NA,NA,NA,NA,NA,"Piciformes",4119242
"Recurvirostra americana",1,1.13594321359432,1.14992471499247,0.54366530436653,0.560120456012045,NA,NA,NA,NA,NA,"Charadriiformes",16929127
"Recurvirostra avosetta",1,1.29771217848423,1.09370052937891,1.37086523683591,2.52949891308863,3.29944754441106,2.33709483128643,NA,NA,NA,"Charadriiformes",33287699
"Regulus calendula",1,1.00510470444921,1.01775044956204,1.24100005800801,1.17744648761529,NA,NA,NA,NA,NA,"Passeriformes",131624404
"Regulus ignicapilla",1,0.984703045238712,1.12421094347705,1.01662158553881,1.20720077844066,1.31745184354062,1.39354128102056,1.43965248988022,1.264339278256,2.71077570307278,"Passeriformes",3293640
"Regulus regulus",1,0.98613253287127,1.34760679331765,0.990543268528888,1.41498250702556,1.46288782375519,1.2732304631961,1.42879865922943,1.09211466859337,2.22856847815967,"Passeriformes",12784949
"Regulus satrapa",1,0.613283250810996,0.909851459791703,1.07013992211192,0.832410546598698,NA,NA,NA,NA,NA,"Passeriformes",303330127
"Remiz pendulinus",1,0.937638143353331,0.919640037890748,0.650142090306284,0.503946952952321,0.600410483107041,0.793021787180297,0.611935585727818,1.36296179349542,NA,"Passeriformes",5335455
"Rhodostethia rosea",1,3,5.99999999999999,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",4683103
"Rhynchophanes mccownii",1,1.1255343956471,1.17411581811115,1.62456276719782,1.43801010493587,NA,NA,NA,NA,NA,"Passeriformes",3684463
"Riparia riparia",1,1.31878327385583,0.681624937594852,0.691428865501891,0.559674579055377,9.11577417230498,15.9942082333546,NA,NA,NA,"Passeriformes",49357199
"Rissa brevirostris",1,1.01824763106709,0.766424774895032,0.605840074058408,NA,NA,NA,NA,NA,NA,"Charadriiformes",9288842
"Rissa tridactyla",1,1.13201002696269,1.27531724911344,0.102546401102008,0.102973677773266,NA,NA,NA,NA,NA,"Charadriiformes",815654031
"Rupornis magnirostris",1,1.65988354209536,2.32383695893351,NA,NA,NA,NA,NA,NA,NA,"Accipitriformes",8107125
